Player,Team,GP,Snaps/G,R Att,Ru Yds,Ru YPG,Ru YPA,Ru TD,TAR,REC,Rec Yds,Rec YPC,Rec TD,FP,PPG,position
Derrick Henry,BAL,16.0,44.0,378.0,2027.0,126.7,5.4,17.0,31.0,19.0,114.0,6.0,0.0,314.1,19.6,rb
Alvin Kamara,NO,15.0,43.9,187.0,932.0,62.1,5.0,16.0,107.0,83.0,756.0,9.1,5.0,294.8,19.7,rb
Dalvin Cook,BAL,14.0,47.8,312.0,1557.0,111.2,5.0,16.0,54.0,44.0,361.0,8.2,1.0,293.8,21.0,rb
Jonathan Taylor,IND,15.0,34.1,232.0,1169.0,77.9,5.0,11.0,39.0,36.0,299.0,8.3,1.0,216.8,14.5,rb
Aaron Jones,MIN,14.0,38.5,201.0,1104.0,78.9,5.5,9.0,63.0,47.0,355.0,7.6,2.0,211.9,15.1,rb
David Montgomery,DET,15.0,50.6,247.0,1070.0,71.3,4.3,8.0,68.0,54.0,438.0,8.1,2.0,210.8,14.1,rb
James Robinson,NO,14.0,0.0,240.0,1070.0,76.4,4.5,7.0,60.0,49.0,344.0,7.0,3.0,201.4,14.4,rb
Josh Jacobs,GB,15.0,41.1,273.0,1065.0,71.0,3.9,12.0,45.0,33.0,238.0,7.2,0.0,198.3,13.2,rb
Nick Chubb,CLE,12.0,34.2,190.0,1067.0,88.9,5.6,12.0,18.0,16.0,150.0,9.4,0.0,191.7,16.0,rb
Kareem Hunt,CLE,16.0,34.2,198.0,841.0,52.6,4.2,6.0,51.0,38.0,304.0,8.0,5.0,180.5,11.3,rb
Ezekiel Elliott,DAL,15.0,52.5,244.0,979.0,65.3,4.0,6.0,71.0,52.0,338.0,6.5,2.0,171.7,11.4,rb
Kenyan Drake,GB,15.0,38.9,239.0,955.0,63.7,4.0,10.0,31.0,25.0,137.0,5.5,0.0,167.2,11.1,rb
Melvin Gordon,BAL,15.0,41.1,215.0,986.0,65.7,4.6,9.0,44.0,32.0,158.0,4.9,1.0,166.4,11.1,rb
Antonio Gibson,NE,14.0,29.0,170.0,795.0,56.8,4.7,11.0,44.0,36.0,247.0,6.9,0.0,166.2,11.9,rb
Ronald Jones,DAL,14.0,32.2,192.0,978.0,69.9,5.1,7.0,42.0,28.0,165.0,5.9,1.0,158.3,11.3,rb
Chris Carson,SEA,12.0,33.6,141.0,681.0,56.8,4.8,5.0,46.0,37.0,287.0,7.8,4.0,150.8,12.6,rb
J.K. Dobbins,LAC,15.0,30.4,134.0,805.0,53.7,6.0,9.0,24.0,18.0,120.0,6.7,0.0,150.5,10.0,rb
Mike Davis,BAL,15.0,38.5,165.0,642.0,42.8,3.9,6.0,70.0,59.0,373.0,6.3,2.0,147.5,9.8,rb
David Johnson,NO,12.0,45.9,147.0,691.0,57.6,4.7,6.0,46.0,33.0,314.0,9.5,2.0,146.5,12.2,rb
D'Andre Swift,CHI,13.0,27.8,114.0,521.0,40.1,4.6,8.0,57.0,46.0,357.0,7.8,2.0,143.8,11.1,rb
Miles Sanders,CAR,12.0,50.2,164.0,867.0,72.2,5.3,6.0,52.0,28.0,197.0,7.0,0.0,142.4,11.9,rb
Clyde Edwards-Helaire,KC,13.0,41.7,181.0,803.0,61.8,4.4,4.0,54.0,36.0,297.0,8.3,1.0,140.0,10.8,rb
Todd Gurley,FA,15.0,33.8,195.0,678.0,45.2,3.5,9.0,35.0,25.0,164.0,6.6,0.0,138.2,9.2,rb
Jeff Wilson,MIA,12.0,0.0,126.0,600.0,50.0,4.8,7.0,28.0,13.0,133.0,10.2,3.0,133.3,11.1,rb
James Conner,ARI,13.0,43.2,169.0,721.0,55.5,4.3,6.0,43.0,35.0,215.0,6.1,0.0,129.6,10.0,rb
Nyheim Hines,CLE,16.0,0.0,89.0,380.0,23.8,4.3,3.0,76.0,63.0,482.0,7.7,4.0,128.2,8.0,rb
Myles Gaskin,MIN,10.0,45.3,142.0,584.0,58.4,4.1,3.0,47.0,41.0,388.0,9.5,2.0,123.2,12.3,rb
Gus Edwards,LAC,16.0,21.7,144.0,723.0,45.2,5.0,6.0,13.0,9.0,129.0,14.3,0.0,119.2,7.5,rb
Wayne Gallman,SEA,15.0,25.8,147.0,682.0,45.5,4.6,6.0,27.0,21.0,114.0,5.4,0.0,115.6,7.7,rb
Chase Edmonds,TB,16.0,0.0,97.0,448.0,28.0,4.6,1.0,67.0,53.0,402.0,7.6,4.0,115.0,7.2,rb
Darrell Henderson,LA,15.0,23.2,138.0,624.0,41.6,4.5,5.0,24.0,16.0,159.0,9.9,1.0,114.3,7.6,rb
Latavius Murray,BUF,15.0,24.3,146.0,656.0,43.7,4.5,4.0,26.0,23.0,176.0,7.7,1.0,113.2,7.5,rb
Adrian Peterson,SEA,16.0,19.4,156.0,604.0,37.8,3.9,7.0,18.0,12.0,101.0,8.4,0.0,112.5,7.0,rb
J.D. McKissic,WAS,16.0,40.1,85.0,365.0,22.8,4.3,1.0,110.0,80.0,589.0,7.4,2.0,111.4,7.0,rb
Austin Ekeler,WAS,10.0,41.1,116.0,530.0,53.0,4.6,1.0,65.0,54.0,403.0,7.5,2.0,111.3,11.1,rb
Giovani Bernard,TB,16.0,32.3,124.0,416.0,26.0,3.4,3.0,59.0,47.0,355.0,7.6,3.0,111.1,6.9,rb
Devin Singletary,NYG,16.0,38.2,156.0,687.0,42.9,4.4,2.0,50.0,38.0,269.0,7.1,0.0,105.6,6.6,rb
Jamaal Williams,NO,14.0,29.9,119.0,505.0,36.1,4.2,2.0,35.0,31.0,236.0,7.6,1.0,96.1,6.9,rb
Leonard Fournette,BUF,13.0,27.5,97.0,367.0,28.2,3.8,6.0,47.0,36.0,233.0,6.5,0.0,96.0,7.4,rb
Jerick McKinnon,KC,16.0,22.5,81.0,319.0,19.9,3.9,5.0,46.0,33.0,253.0,7.7,1.0,93.2,5.8,rb
Tony Pollard,TEN,16.0,22.7,101.0,435.0,27.2,4.3,4.0,40.0,28.0,193.0,6.9,1.0,92.8,5.8,rb
Cam Akers,MIN,13.0,22.5,145.0,625.0,48.1,4.3,2.0,14.0,11.0,123.0,11.2,1.0,90.8,7.0,rb
Zack Moss,CIN,13.0,0.0,112.0,481.0,37.0,4.3,4.0,18.0,14.0,95.0,6.8,1.0,87.6,6.7,rb
Damien Harris,BUF,10.0,25.1,137.0,691.0,69.1,5.0,2.0,7.0,5.0,52.0,10.4,0.0,86.3,8.6,rb
Malcolm Brown,LA,16.0,29.5,101.0,419.0,26.2,4.1,5.0,33.0,23.0,162.0,7.0,0.0,86.1,5.4,rb
Frank Gore,FA,15.0,25.3,187.0,653.0,43.5,3.5,2.0,19.0,16.0,89.0,5.6,0.0,84.2,5.6,rb
Raheem Mostert,MIA,8.0,29.6,104.0,521.0,65.1,5.0,2.0,19.0,16.0,156.0,9.8,1.0,83.7,10.5,rb
Rex Burkhead,HOU,10.0,26.9,67.0,274.0,27.4,4.1,3.0,33.0,25.0,192.0,7.7,3.0,82.6,8.3,rb
Joe Mixon,HOU,6.0,48.3,119.0,428.0,71.3,3.6,3.0,26.0,21.0,138.0,6.6,1.0,78.6,13.1,rb
Alexander Mattison,LV,13.0,17.6,96.0,434.0,33.4,4.5,2.0,15.0,13.0,125.0,9.6,1.0,73.9,5.7,rb
Christian McCaffrey,SF,3.0,0.0,59.0,225.0,75.0,3.8,5.0,19.0,17.0,149.0,8.8,1.0,73.4,24.5,rb
Boston Scott,LA,16.0,23.9,80.0,374.0,23.4,4.7,1.0,36.0,25.0,212.0,8.5,1.0,70.6,4.4,rb
Brian Hill,SF,16.0,20.4,100.0,465.0,29.1,4.7,1.0,30.0,25.0,199.0,8.0,0.0,70.4,4.4,rb
Carlos Hyde,JAC,10.0,26.0,81.0,356.0,35.6,4.4,4.0,20.0,16.0,93.0,5.8,0.0,68.9,6.9,rb
Devontae Booker,NYG,16.0,14.5,93.0,423.0,26.4,4.5,3.0,21.0,17.0,84.0,4.9,0.0,68.7,4.3,rb
Sony Michel,LA,9.0,20.0,79.0,449.0,49.9,5.7,1.0,9.0,7.0,114.0,16.3,1.0,68.3,7.6,rb
James White,NE,14.0,23.6,35.0,121.0,8.6,3.5,2.0,62.0,49.0,375.0,7.7,1.0,67.6,4.8,rb
Benny Snell,DET,16.0,17.6,111.0,368.0,23.0,3.3,4.0,14.0,10.0,61.0,6.1,0.0,64.9,4.1,rb
Phillip Lindsay,IND,11.0,24.5,118.0,502.0,45.6,4.3,1.0,14.0,7.0,28.0,4.0,0.0,59.0,5.4,rb
Joshua Kelley,LAC,14.0,21.1,111.0,354.0,25.3,3.2,2.0,23.0,23.0,148.0,6.4,0.0,58.2,4.2,rb
Salvon Ahmed,MIA,6.0,34.2,75.0,319.0,53.2,4.3,3.0,14.0,11.0,61.0,5.5,0.0,58.0,9.7,rb
Kalen Ballage,PIT,8.0,30.5,88.0,290.0,36.2,3.3,3.0,27.0,20.0,99.0,5.0,0.0,56.9,7.1,rb
Duke Johnson,BUF,11.0,32.2,77.0,235.0,21.4,3.1,1.0,35.0,28.0,249.0,8.9,1.0,56.4,5.1,rb
Samaje Perine,DEN,16.0,12.8,63.0,301.0,18.8,4.8,3.0,12.0,11.0,66.0,6.0,0.0,54.7,3.4,rb
Kerryon Johnson,SF,16.0,16.5,52.0,181.0,11.3,3.5,2.0,26.0,19.0,187.0,9.8,1.0,52.8,3.3,rb
Peyton Barber,LV,16.0,11.9,94.0,258.0,16.1,2.7,4.0,7.0,4.0,12.0,3.0,0.0,51.0,3.2,rb
Jordan Wilkins,CLE,15.0,12.1,84.0,308.0,20.5,3.7,1.0,16.0,12.0,105.0,8.8,0.0,49.3,3.3,rb
Le'Veon Bell,TB,9.0,21.3,63.0,254.0,28.2,4.0,2.0,17.0,13.0,99.0,7.6,0.0,47.3,5.3,rb
Ty Johnson,BUF,11.0,15.2,54.0,254.0,23.1,4.7,1.0,20.0,16.0,99.0,6.2,1.0,47.3,4.3,rb
Mark Ingram,NO,11.0,14.5,72.0,299.0,27.2,4.2,2.0,8.0,6.0,50.0,8.3,0.0,46.9,4.3,rb
Justin Jackson,DET,9.0,20.8,59.0,270.0,30.0,4.6,0.0,24.0,19.0,173.0,9.1,0.0,46.3,5.1,rb
Cordarrelle Patterson,PIT,16.0,12.9,64.0,232.0,14.5,3.6,1.0,25.0,21.0,132.0,6.3,0.0,42.4,2.6,rb
La'Mical Perine,KC,10.0,20.0,64.0,232.0,23.2,3.6,2.0,15.0,11.0,63.0,5.7,0.0,41.5,4.2,rb
Ito Smith,DAL,14.0,16.1,63.0,268.0,19.1,4.3,1.0,26.0,17.0,75.0,4.4,0.0,40.3,2.9,rb
DeeJay Dallas,ARI,12.0,12.2,34.0,108.0,9.0,3.2,2.0,20.0,17.0,111.0,6.5,1.0,39.9,3.3,rb
AJ Dillon,GB,11.0,8.8,46.0,242.0,22.0,5.3,2.0,2.0,2.0,21.0,10.5,0.0,38.3,3.5,rb
Dion Lewis,NYG,16.0,19.0,29.0,115.0,7.2,4.0,2.0,30.0,19.0,127.0,6.7,1.0,38.2,2.4,rb
Alfred Morris,NYG,9.0,6.6,55.0,238.0,26.4,4.3,1.0,4.0,3.0,19.0,6.3,1.0,37.7,4.2,rb
Darrel Williams,NO,16.0,16.6,39.0,169.0,10.6,4.3,1.0,26.0,18.0,116.0,6.4,0.0,36.5,2.3,rb
Matt Breida,NYG,12.0,12.7,59.0,254.0,21.2,4.3,0.0,10.0,9.0,96.0,10.7,0.0,33.0,2.8,rb
Jalen Richard,LV,13.0,14.4,22.0,123.0,9.5,5.6,1.0,23.0,19.0,138.0,7.3,0.0,32.1,2.5,rb
Jeremy McNichols,WAS,16.0,16.2,47.0,204.0,12.8,4.3,1.0,17.0,12.0,55.0,4.6,0.0,31.9,2.0,rb
Josh Adams,NO,8.0,9.2,29.0,157.0,19.6,5.4,2.0,8.0,6.0,29.0,4.8,0.0,30.6,3.8,rb
Devonta Freeman,BAL,5.0,27.2,54.0,172.0,34.4,3.2,1.0,10.0,7.0,58.0,8.3,0.0,29.0,5.8,rb
Rodney Smith,DET,7.0,13.4,41.0,156.0,22.3,3.8,1.0,11.0,9.0,59.0,6.6,0.0,27.5,3.9,rb
Darwin Thompson,LV,14.0,5.7,27.0,97.0,6.9,3.6,1.0,11.0,7.0,65.0,9.3,1.0,26.2,1.9,rb
Royce Freeman,DAL,16.0,11.2,35.0,170.0,10.6,4.9,0.0,13.0,12.0,81.0,6.8,0.0,25.1,1.6,rb
JaMycal Hasty,NE,8.0,11.9,39.0,148.0,18.5,3.8,1.0,8.0,7.0,33.0,4.7,0.0,24.1,3.0,rb
Travis Homer,CHI,9.0,15.3,25.0,88.0,9.8,3.5,0.0,10.0,9.0,90.0,10.0,1.0,23.8,2.6,rb
Chris Thompson,CHI,8.0,17.8,7.0,20.0,2.5,2.9,0.0,23.0,20.0,146.0,7.3,1.0,22.6,2.8,rb
Ameer Abdullah,LV,16.0,3.9,8.0,42.0,2.6,5.2,0.0,9.0,8.0,58.0,7.3,2.0,22.0,1.4,rb
Dare Ogunbowale,HOU,14.0,12.2,32.0,145.0,10.4,4.5,0.0,20.0,10.0,54.0,5.4,0.0,19.9,1.4,rb
Ke'Shawn Vaughn,NE,10.0,6.1,26.0,109.0,10.9,4.2,0.0,10.0,5.0,34.0,6.8,1.0,18.3,1.8,rb
D'Ernest Johnson,JAC,16.0,4.7,33.0,166.0,10.4,5.0,0.0,4.0,3.0,14.0,4.7,0.0,18.0,1.1,rb
Trayveon Williams,CIN,10.0,5.9,26.0,157.0,15.7,6.0,0.0,5.0,5.0,30.0,6.0,0.0,16.7,1.7,rb
Anthony McFarland,PIT,11.0,8.1,33.0,113.0,10.3,3.4,0.0,9.0,6.0,54.0,9.0,0.0,16.7,1.5,rb
D'Onta Foreman,CLE,6.0,1.0,22.0,95.0,15.8,4.3,0.0,1.0,1.0,5.0,5.0,1.0,16.0,2.7,rb
Corey Clement,ARI,15.0,6.1,21.0,75.0,5.0,3.6,1.0,6.0,5.0,25.0,5.0,0.0,16.0,1.1,rb
Tyler Ervin,GB,8.0,17.2,13.0,67.0,8.4,5.2,0.0,15.0,11.0,84.0,7.6,0.0,15.1,1.9,rb
LeSean McCoy,FA,10.0,9.9,10.0,31.0,3.1,3.1,0.0,19.0,15.0,101.0,6.7,0.0,13.2,1.3,rb
Patrick Laird,TB,16.0,8.0,13.0,72.0,4.5,5.5,0.0,12.0,10.0,68.0,6.8,0.0,12.0,0.8,rb
Troymaine Pope,TB,6.0,0.0,15.0,76.0,12.7,5.1,0.0,10.0,8.0,42.0,5.3,0.0,11.8,2.0,rb
Tarik Cohen,CAR,3.0,25.7,14.0,74.0,24.7,5.3,0.0,9.0,6.0,41.0,6.8,0.0,11.5,3.8,rb
DeAndre Washington,MIA,3.0,25.7,28.0,86.0,28.7,3.1,0.0,9.0,4.0,28.0,7.0,0.0,11.4,3.8,rb
J.J. Taylor,HOU,6.0,7.7,23.0,110.0,18.3,4.8,0.0,2.0,1.0,4.0,4.0,0.0,11.4,1.9,rb
Jonathan Taylor,IND,17.0,38.8,332.0,1811.0,106.5,5.5,18.0,51.0,40.0,360.0,9.0,2.0,333.1,19.6,rb
Austin Ekeler,WAS,16.0,37.5,206.0,911.0,56.9,4.4,12.0,94.0,70.0,647.0,9.2,8.0,273.8,17.1,rb
Joe Mixon,HOU,16.0,43.6,292.0,1205.0,75.3,4.1,13.0,48.0,42.0,314.0,7.5,3.0,245.9,15.4,rb
Najee Harris,PIT,17.0,52.2,307.0,1200.0,70.6,3.9,7.0,94.0,74.0,467.0,6.3,3.0,226.7,13.3,rb
James Conner,ARI,15.0,39.9,202.0,752.0,50.1,3.7,15.0,39.0,37.0,375.0,10.1,3.0,220.7,14.7,rb
Ezekiel Elliott,DAL,17.0,42.7,237.0,1002.0,58.9,4.2,10.0,65.0,47.0,287.0,6.1,2.0,205.1,12.1,rb
Nick Chubb,CLE,14.0,30.3,228.0,1259.0,89.9,5.5,8.0,25.0,20.0,174.0,8.7,1.0,195.3,14.0,rb
Damien Harris,BUF,15.0,25.1,202.0,929.0,61.9,4.6,15.0,21.0,18.0,132.0,7.3,0.0,192.1,12.8,rb
Alvin Kamara,NO,13.0,43.9,240.0,898.0,69.1,3.7,4.0,67.0,47.0,439.0,9.3,5.0,187.7,14.4,rb
Antonio Gibson,NE,16.0,33.7,258.0,1037.0,64.8,4.0,7.0,52.0,42.0,294.0,7.0,3.0,187.1,11.7,rb
Leonard Fournette,BUF,14.0,44.5,180.0,812.0,58.0,4.5,8.0,84.0,69.0,454.0,6.6,2.0,186.6,13.3,rb
Cordarrelle Patterson,PIT,16.0,28.4,153.0,618.0,38.6,4.0,6.0,69.0,52.0,548.0,10.5,5.0,182.6,11.4,rb
Aaron Jones,MIN,15.0,38.5,171.0,799.0,53.3,4.7,4.0,65.0,52.0,391.0,7.5,6.0,177.0,11.8,rb
Derrick Henry,BAL,8.0,51.4,219.0,937.0,117.1,4.3,10.0,20.0,18.0,154.0,8.6,0.0,175.3,21.9,rb
Dalvin Cook,BAL,13.0,40.7,249.0,1159.0,89.2,4.7,6.0,49.0,34.0,224.0,6.6,0.0,172.3,13.3,rb
Josh Jacobs,GB,15.0,37.9,217.0,872.0,58.1,4.0,9.0,64.0,54.0,348.0,6.4,0.0,172.0,11.5,rb
Melvin Gordon,BAL,16.0,30.5,203.0,918.0,57.4,4.5,8.0,38.0,28.0,213.0,7.6,2.0,167.1,10.4,rb
Javonte Williams,DEN,17.0,30.6,203.0,903.0,53.1,4.4,4.0,53.0,43.0,316.0,7.3,3.0,161.9,9.5,rb
Devin Singletary,NYG,17.0,37.4,188.0,870.0,51.2,4.6,7.0,50.0,40.0,228.0,5.7,1.0,157.8,9.3,rb
David Montgomery,DET,13.0,41.3,225.0,849.0,65.3,3.8,7.0,51.0,42.0,301.0,7.2,0.0,154.0,11.8,rb
AJ Dillon,GB,17.0,23.2,187.0,803.0,47.2,4.3,5.0,37.0,34.0,313.0,9.2,2.0,151.6,8.9,rb
Darrel Williams,NO,17.0,29.5,144.0,558.0,32.8,3.9,6.0,57.0,47.0,452.0,9.6,2.0,149.0,8.8,rb
D'Andre Swift,CHI,13.0,37.9,151.0,617.0,47.5,4.1,5.0,78.0,62.0,452.0,7.3,2.0,146.9,11.3,rb
James Robinson,NO,14.0,0.0,164.0,767.0,54.8,4.7,8.0,46.0,31.0,222.0,7.2,0.0,146.9,10.5,rb
Elijah Mitchell,SF,11.0,36.7,207.0,963.0,87.5,4.7,5.0,20.0,19.0,137.0,7.2,1.0,146.0,13.3,rb
Darrell Henderson,LA,12.0,42.2,149.0,688.0,57.3,4.6,5.0,40.0,29.0,176.0,6.1,3.0,134.4,11.2,rb
Sony Michel,LA,17.0,28.6,208.0,845.0,49.7,4.1,4.0,33.0,21.0,128.0,6.1,1.0,125.3,7.4,rb
Myles Gaskin,MIN,17.0,31.0,173.0,612.0,36.0,3.5,3.0,63.0,49.0,234.0,4.8,4.0,124.6,7.3,rb
Michael Carter,ARI,14.0,28.9,147.0,639.0,45.6,4.3,4.0,55.0,36.0,325.0,9.0,0.0,118.4,8.5,rb
Tony Pollard,TEN,15.0,23.2,130.0,719.0,47.9,5.5,2.0,46.0,39.0,337.0,8.6,0.0,117.6,7.8,rb
Rashaad Penny,CAR,10.0,20.2,119.0,749.0,74.9,6.3,6.0,8.0,6.0,48.0,8.0,0.0,115.7,11.6,rb
Chuba Hubbard,CAR,17.0,25.4,172.0,612.0,36.0,3.6,5.0,37.0,25.0,174.0,7.0,1.0,112.6,6.6,rb
Devonta Freeman,BAL,16.0,28.4,133.0,576.0,36.0,4.3,5.0,42.0,34.0,190.0,5.6,1.0,112.6,7.0,rb
Saquon Barkley,PHI,13.0,36.8,162.0,593.0,45.6,3.7,2.0,57.0,41.0,263.0,6.4,2.0,107.6,8.3,rb
Devontae Booker,NYG,16.0,30.1,145.0,593.0,37.1,4.1,2.0,45.0,40.0,268.0,6.7,1.0,104.1,6.5,rb
Chase Edmonds,TB,12.0,0.0,116.0,592.0,49.3,5.1,2.0,53.0,43.0,311.0,7.2,0.0,102.3,8.5,rb
Rhamondre Stevenson,NE,12.0,21.3,133.0,606.0,50.5,4.6,5.0,18.0,14.0,123.0,8.8,0.0,100.9,8.4,rb
Clyde Edwards-Helaire,KC,10.0,31.0,119.0,517.0,51.7,4.3,4.0,23.0,19.0,129.0,6.8,2.0,98.6,9.9,rb
Mike Davis,BAL,17.0,33.9,138.0,503.0,29.6,3.6,3.0,58.0,44.0,259.0,5.9,1.0,94.2,5.5,rb
Alexander Mattison,LV,16.0,21.7,134.0,491.0,30.7,3.7,3.0,39.0,32.0,228.0,7.1,1.0,93.9,5.9,rb
Jamaal Williams,NO,13.0,21.5,153.0,601.0,46.2,3.9,3.0,28.0,26.0,157.0,6.0,0.0,93.8,7.2,rb
Latavius Murray,BUF,14.0,22.1,119.0,501.0,35.8,4.2,6.0,13.0,10.0,75.0,7.5,0.0,93.6,6.7,rb
Miles Sanders,CAR,12.0,32.5,137.0,754.0,62.8,5.5,0.0,34.0,26.0,158.0,6.1,0.0,91.2,7.6,rb
Christian McCaffrey,SF,7.0,0.0,99.0,442.0,63.1,4.5,1.0,41.0,37.0,343.0,9.3,1.0,90.5,12.9,rb
Kenneth Gainwell,PHI,16.0,16.2,68.0,291.0,18.2,4.3,5.0,50.0,33.0,253.0,7.7,1.0,90.4,5.7,rb
Kareem Hunt,CLE,8.0,29.2,78.0,386.0,48.2,4.9,5.0,27.0,22.0,174.0,7.9,0.0,88.0,11.0,rb
Boston Scott,LA,16.0,11.7,87.0,373.0,23.3,4.3,7.0,16.0,13.0,83.0,6.4,0.0,85.6,5.3,rb
D'Ernest Johnson,JAC,17.0,15.0,100.0,534.0,31.4,5.3,3.0,25.0,19.0,137.0,7.2,0.0,85.1,5.0,rb
D'Onta Foreman,CLE,9.0,20.0,133.0,566.0,62.9,4.3,3.0,11.0,9.0,123.0,13.7,0.0,84.9,9.4,rb
J.D. McKissic,WAS,11.0,28.4,48.0,212.0,19.3,4.4,2.0,53.0,43.0,397.0,9.2,2.0,84.9,7.7,rb
Zack Moss,CIN,13.0,0.0,96.0,345.0,26.5,3.6,4.0,32.0,23.0,197.0,8.6,1.0,84.2,6.5,rb
Brandon Bolden,LV,17.0,18.5,44.0,226.0,13.3,5.1,1.0,49.0,41.0,405.0,9.9,2.0,83.1,4.9,rb
Ty Johnson,BUF,16.0,23.3,61.0,238.0,14.9,3.9,2.0,55.0,34.0,372.0,10.9,2.0,83.0,5.2,rb
Rex Burkhead,HOU,16.0,18.0,122.0,427.0,26.7,3.5,3.0,32.0,25.0,186.0,7.4,0.0,79.3,5.0,rb
Nyheim Hines,CLE,17.0,0.0,56.0,276.0,16.2,4.9,2.0,57.0,40.0,310.0,7.8,1.0,76.6,4.5,rb
Kenyan Drake,GB,12.0,23.3,63.0,254.0,21.2,4.0,2.0,40.0,30.0,291.0,9.7,1.0,72.5,6.0,rb
Ronald Jones,DAL,16.0,13.6,101.0,428.0,26.8,4.2,4.0,13.0,10.0,64.0,6.4,0.0,69.2,4.3,rb
Khalil Herbert,CHI,17.0,16.8,103.0,433.0,25.5,4.2,2.0,16.0,14.0,96.0,6.9,0.0,64.9,3.8,rb
Justin Jackson,DET,14.0,14.9,68.0,364.0,26.0,5.4,2.0,25.0,22.0,178.0,8.1,0.0,64.2,4.6,rb
